Text,Sentiment
 Finally! I finished a new item in my striped colorful knitted line! Want to see it? =&gt;&gt; http://bit.ly/UZtpT,pos
 finally!! lol but  piccckkk mee uppp!!!,neg
 Find it yet?,neg
 fine. I should be anyway. see you at the 4th quarter.,neg
 fingers crossed another enjoyable night cause of someoneeeee,pos
- finishing up my midterm project for web publishing class &amp; waiting to go over zachs house. ,pos
" Finn fell of the balcony, seems ok, but will know better in a few hours",neg
-- First uni exam tomorrow ,neg
 Fix my puter... Its taking a dump.,neg
 flordia- and @stellarkartband- where do u send in the pictures of the shrits? saw ur update on facebook ,pos
 Flower died.,neg
 follow me,pos
 Follow me on Twitter!  http://bit.ly/PposIposh,pos
 food poisoning ?,neg
 FORÃ‡A MEADD ! http://meadd.com/adrianoshevchenko/pos5425876,neg
" forgot about my spanish essay. hopefully, i finish before 3 AM.",neg
 Found a place to buy Secret Agent Sam. Now where to get it for free...,pos
 Free Movie was sold out...wtf?,neg
- FRIDAY! i've caught a cold. How rubbish is that? At least i've got the whole weekend to spend in bed. ,pos
" Friday!!! Plus, woke up naturally, no nasty alarm. The world is so much nicer when the sun wakes you up instead of some radio dj ",pos
 Friend's emailed me a list of signs you're middle aged woman and I relate to 9neg%... incl. forgetfulness ...so I am now becoming my Mum,neg
" from NCAVP's report: 2negneg8, with 29 total murders, has the highest number of deaths since pos999, and an increase of 28% from 2negneg7",neg
 from seeing all my koreans buisnesses failing.,neg
 fuck it,neg
 fuck overtime!,neg
" fuck that, Dev is clearly superior.",neg
 fuckin ugh...,neg
 fxcking tired and sooo cold,neg
 gdocs letting me down. Not saving and not sharing. One more go.,neg
 get better friend. It sucks not to be able to taste. So sorry,neg
 Getting close to 2K followers!  I feel a chocolate party coming on! You are all invited ,pos
- Getting 'er done.. pos6 hrs of work behind me. Not sure how many left in front ,neg
 Getting ideas for my room revamp! ,pos
" getting ready for school. after i print out this song, fancy, i know.",pos
 getting ready for work ....  def should have stayed in last night ,neg
- getting ready to go on a date ,pos
 gettn meds for my baby. he's got a stuffy nose and now a cough. his posst time getting sick,neg
- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,neg
 girls are so mean now a days damn,neg
 Git version of Gnome Shell broke Compiz. Still get nice clutter effects though.,neg
 glad I could help...or not depending on how much $ you spend ;),pos
 glade you liked it i'll be over in a few minutes,pos
 i want to shop!! - http://tweet.sg,neg
" I want to take pieces of the past and bring them to the present.Things Would Change.A life without you,That wouldn't be the same.. ?",neg
 I wanted Taj to win,neg
 I wanted the cavs to win it all! Defense wins the game Cavs.... I don't like loosing and I know this is alot of pressure on Bron.,neg
 i wasted more than a roll of film.,neg
 i will txt you when i get back from oc. Maybe we can do something. Ill make you feel better. . Na mean. Lol jk,neg
 i wish he knew how much i miss him...,neg
 I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neg
" I wish I lived far far away, in a fairytale land.... With lots of happiness and love... Ahhhh to daydream",neg
 i wish i was famous.,neg
 I wish I were there.,neg
 I WISH IT WAS SUMMER TIME.....,neg
 I wish Mark was here,neg
 i wish paramore won for best song... boo,neg
 I wish this was easier!! ,neg
 i woke up! Lol ~,pos
"-- I won't feel guilty and like I should be revising stuff after today, haha ",neg
" I work the next 4 days, 8 hours each day. No fun.",neg
 i... have to start... work... tomorrow......................,neg
 icant stop smiling! Especially thinking of the time we ran to the train...,pos
 idk why i 'm so sad  i need to somone right now ,neg
 i'll be leaving home tomorrow.,neg
 ill deff be going up early on Tuesday will you? What time at?,neg
 I'll get home like 5pm today it will be a long day no hangover just my body is drain out n my legs hurt ;-( I'm dehrydrated,neg
 I'll get my son Tommi to visit at me tomorrow from Oulu. So nice ),pos
 I'm a sad panda today. I want a slurpee damnit!,neg
" I'm about to turn down a great job offer in LA. Raise, paid for accomodations, rental car, weekly expenses paid...I have my reasons.",neg
 im almost done with this portrait. woo. hmm.. maybe i should draw andrew bisante with my new pastels !!,pos
 I'm back online!,pos
" im back, but now going offline seeya guys  have fun on twitterrr~  night lvoe ya.",pos
 im being attacked by a moth!!  its scary stuff  haha!,neg
 I'm being confused..,neg
 i'm board :b and happy for tomorrow,neg
 I'm Bored... Bored....Bored Again And Developing A Headache And I Want A Piece Of Carrot Cake mmm,neg
 I'm boreddddd...rain rain go away.,neg
" im buzzed and followed friends to punk ass bar, possibility of me getnin laid minimal ",neg
" Im crushed, How could i have been so stupid?... ~!$@M@NTH@ !~",neg
 I'm depressed about the cavs loss now I'm checking out the Da Vinci Code for the first time!,neg
 Im dying of thirst and I wish I was in a large body of water somewhere in Hawaii!! Anything with clear water actually!!!,neg
 I'm exactly where I want to be. )),pos
" I'm exhausted. Having pasta soon, thank god.",neg
 im followin demi she rocks,pos
 I'm freaking out    ~ I got something to admit ~,neg
 im fukin bored im goin on gs 4 a bit,neg
 finally awake!!!!,pos
- finally catching the new episode of college hill. ,pos
 finally finished. now i can sleep peacefully!,pos
 Finally Friday!,pos
- Finally got twitter.... trynna see what the hype is about ,pos
 fine i just wanted to share with u the greatness of baby soup. and how it contributes to a cannibal society! ,neg
 fine. I'll watch it. I am so f**king rad.,neg
"- finished watching FRIENDS  so sad, WHY WHYYYYYY DID IT HAD TO ENNNDDDD &gt;=[[[",neg
" finishing up this stupid project then off for fun! sundress, booze and sunshine... I love this country!",pos
 Firefox will not start or uninstall. i hate it sometimes.,neg
 First time in a long time Wikipedia has failed me,neg
 fishing today? GO AWAY RAIN!!!,pos
- Five in the morn and am awake wiv a migraine ,neg
 Flash lost my frisby on a roof. Sad days LOL,neg
" FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",neg
 folk taking about me at morning break 2day,neg
 folllow me,pos
 FOOD! ,pos
 For a minute there I was all happy thinking it was THIS Tuesday we finished. ,neg
" For the first time ever, my iPhone crashed iTunes 3 times in a row. Also crashed &quot;Apple Moble Device Helper.&quot; WTF? Apple? Twitterrific?",neg
"- for trish: sa right side ng reply ko, may star and arrow. click the arrow para maka-reply ka. hehehe. ",pos
 Forgot about them science exams tbh (N),neg
 Found her JRM icons!,pos
" found my BBerry in the office, thanks God, one entire weekend without was enough!!!",pos
 foxtell is so depressing,neg
 freaking out about the exam.,neg
-- french test! oh gawdd.. lol  fashion show tonite!  come watch &lt;3,pos
 frenchies cheering sod. hurts my SOUL.,neg
- fresh out the shower. I wanna go to the movies tonight ,pos
 fuck it all,neg
 fuck you 2negneg9...,neg
 fun time. so tired. train to boston soon ,neg
"- FUNNY - Cold nose, COLD NOSE!! - REALLLYYYY COLD NOSE - watch till end if u wana laugh  http://bit.ly/pvgtM",pos
 funny how quick yr mood can change.,neg
 gaaaahhhhh! If I started all this....,neg
 g'bye FL crew! until dragon*con!,neg
' GERD is acting up.  fml.,neg
 Gettin a divorce   *Str@ng3r !n my hnegus3*,neg
- getting my Battlestar fix! ,pos
" getting rid of the z28 camaro. Its a said day. If anyone wants it, come get it. Its also on ebay",neg
'' Gimme a hug ''  thats soooo cute :p,pos
" Girlfriend is in surgery, nothing really serious, but I hate she has to have total narcosis.",neg
 gloomy outside... pajamas all day? sounds like a plan to me.,neg
 Gmail isn't connecting on my iphone. Is gmail down?,neg
" gnight to all. oh, if you have the time, look up Marcus Schossow, he's amazing. Girls Suckcces (Dub Mix) is my personal fave ",pos
"- go &amp; try the yummo &amp; super hot 'plecing kangkung' + ayam bakar taliwang.. **sexy food from exotic country,Indonesia ",pos
 goin to dadsssssss,pos
 going home. We all knew I would have to go home some time ,neg
 i'm getting sick. That's not good with Salkehatchie on saturday.,neg
" im giving it all to ya,",pos
 I'm going back to sleep...,neg
" im going to bed. hopefully, i'll dream of Mr. @BrentCorrigannegneg tonight...",neg
 im going to go cry myself to sleep.,neg
 im going to miss my Prissy...  But I'm happy she's with Elvis again,neg
" I'm gonna go be grumpy and read comics. Later, twitter!",pos
 im gonna miss all of the peeps in the play smgt!!!,neg
 im gonna miss my psychology/sociology teacher,neg
 I'm gonna pull an all-nighter. Hopefully I won't fall asleep 'cause I'm pretty tired. I want a Mocha BK Joe!,neg
 I'm gonna twit someone on a random time and day so they'll have a chance to reply.,neg
 I'm happy and content,pos
 i'm happy! went out for dinner at a posh place and food was wonderful. I love it when food is Wonderful!!!,pos
 i'm having fun with this.,pos
- im hungry...but there's no food at mah house. ,neg
 im in neet magazine again in the global fashion section. http://www.neetmagazine.com/,pos
 im in science class with mt beautiful lauren listenin to my ipod... Mariah carey of course,pos
 i'm just having one of those nights where you feel hopeless.,neg
 I'm Missing 'F.r.i.e.n.d.s' &amp; Instead Watching 'Dora The Explorer' - I Prefered 'Mickey Mouse',neg
 Im never sleeping again. fuck my life.,neg
 I'm not gonna be here when the new Transformers comes out.... i'll be in Colombia ,neg
 I'm not sorry at all I wont be sorry at all....,neg
" i'm not tweetin much today, it's probably coz i have nothing to say (haha it rhymes) but in the end i'll find a way (yea tht's nice ha)",neg
 I'm not used to instantly not getting it. Twitter is hard ,neg
 i'm not yet ready 4 school time..lol,neg
 im now free tonight. Dinner got cancald  downer,neg
" I'm off to take a nap, haven't slept much in a few days and have been up since 5:3neg",pos
 im officially sick,neg
" I'm real happy, things are good",pos
" im really gonna miss talking to all my tweeps. But, im gonna keep a pen and paper blog, and post it after tour and i should have pics too",neg
 im sad about that,neg
 im sad. i turned into a whole different person-bottom line dont ever get me pissed.,neg
 im sad... My relationship isn't doing too well but we gonna make it.,neg
" I'm sick, posneg PM and already in bed... Can't remember when that last happened. N ofcourse, nobody to make me tea, my man being faaaar away",neg
 I'm so bad at assassinating people.,neg
 I'm so depressed @kimhoward_ were sadd,neg
" im so going to fail chem tomorrow.  but its okay, i got 2.5 years of science and i just need .5 next year",neg
 I'm so going to fail law,neg
 I'm so ill after getting wet in the rain for three days..... xD but I don't  regret..it was awesome x3,neg
 im so sadd. and confusedd,neg
 im so sorry @iheartrachael ill tell him to stay for you?,neg
" I'm so sorry!  Neda, and her dad.. Prayers for them all..",neg
 gnite/gmornin @TheRealNobody,pos
 god bless us everyone,neg
